documento_anon,cargo,funcion,edad,antiguedad,salario_total
ca15d5be7767efa0c1d0f3b3880141740d92ffa46d89aa59b24d7a1c9a78af38,DOCENTE TECNICO II,COORDINADOR DE BIENESTAR,41.0,14,3273216
ca177fe6967c16876bfb8dd2027850be6f143c6e29a9e269f415dc21084f8dbb,PROFESOR,ADJUNTO,54.0,2026,3555422
ca236a8cd7fc8e4963d778ac7df2b5ba9f7322a5725958ec452e1e6093563ee5,JEFE DE SERV. OBSTETRICIA,COMISIONADO/A,40.0,17,5900000
ca2460a18c752fe24734c062007bd003057d350f27849c1b121c0782d9ba3b80,DOCENTE TECNICO I,DOCENTE TECNICO I,40.0,15,5666452
ca2664708c4b3dbad2b5261dc23054b41a0dcafdf1faf0dc4ac4ab327249b1a0,COORDINADOR DOCENTE,COORDINADOR DOCENTE,57.0,16,17756813
ca26a8fe11844994978a2061983caa2972ee69dc396ef4a620759020abab977a,ENFERMERO/A ASIST - NIVEL II,ENFERMERO/A ASISTENCIAL,38.0,14,6601000
ca283e5269914a7c5403da98c1577a7bea71e7a01bb4e9512924d4cff8ab989c,PROFESOR,PROFESOR,43.0,1,1255979
ca2999cfeadc4f6123748c9b84cef3aeccde29fcbdfd6357d29b85a6db6d0b84,PROFESIONAL I,ASISTENTE DE TALENTO HUMANO.AREA DOCENTE,49.0,14,7471500
ca32d2d7d5042e513905ac6eb47ab6f35d2eb6a0a9b6777f283956335e368d4b,TECNICO I,TECNICO I,47.0,2026,4735597
ca3358c6285ab07cbad8fadb26dcfe87d9c9be9689ece38e317dcc91b8994fba,PROFESIONAL DE LA SALUD,INSTRUMENTADOR/A QUIRURGICO/A,43.0,14,6270000
ca357d1f630a19c4f9e4f0cafa3165bd5ca1ef8f3d6cbf9fdb11464f114afcf9,AUXILIAR DE LA ENSEÑANZA II,AUXILIAR DE LA ENSEÑANZA II,53.0,6,985943
ca36b38a33ca3b9fa357373867f8f9f28b82d999ecdad6c224689027eb99995e,ASISTENTE DE ENFERMERIA,ASISTENTE DE ENFERMERIA,28.0,4,4385000
ca3b07546674d7e97bc180a4bcae0320fa50d77fe3e778c4f688fe9693511014,TECNICO/A,TECNICO/A,37.0,4,2798309
ca3b2d0d3a7505259e7bd62ab9cea4a1c92f8f176f12ac5da99f43b61dd15d0b,AUX. DE LA ENSEÑANZA III,AUXILIAR DE ENSEÑANZA - INDUSTRIAL  - FORMULACION Y EVALUACION DE PROYECTOS - 10º,28.0,2,677796
ca42d8d563176e81d7b5dd0dec2ee17b7030ad9aac850de81a1c5f5b280cc619,DOCENTES PARA CURSOS ESPECIALIZADOS,POSTGRADO EN OPERATORIA DENTAL DEL 1° Y 2° AÑO,71.0,1,3800000
ca488bc4cc283d68182e9073320f34e7f4d34694b014f79f8dc75ff35281e94b,AUXILIAR ADMINISTRATIVO I,AUXILIAR ADMINISTRATIVO I,61.0,2026,4760928
ca4ac17078c6a55e99a34afbb010b4c7b2276cc758ba93794f0c01b1b09dde47,AUXILIAR ADMINISTRATIVO,AUXILIAR ADMINISTRATIVO,42.0,4,2798309
ca51d5290928a71adfef419701ed735b7c41762baa7dd10b167f71280aa8d110,PROFESIONAL DE SALUD,MEDICO DE GUARDIA,31.0,6,4400000
ca51ecfa0cb4927c9d300177479d74656e10e7da4ffba617e3ea5b7891f592b5,HORAS CATEDRAS,INSTRUCTOR,45.0,2,14150000
ca5568df854a705908ec25c19c73179aeea82b3c5055db499559faefd1b579ae,DOCENTE TECNICO III,,35.0,2026,2640128
ca6560e2a40e6c76a54b6e7eb6d06af20fcc992a66169978819a14aa98ffdf16,AUXILIAR ADMINISTRATIVO I,AUXILIAR ADMINISTRATIVO I,59.0,2026,4393320
ca68bd15c9c2a0dcbc7cc6383cea840f15744267baee030e4e6e0988aa2ca62b,DOCENTE MÉDICO II,MEDICO ESPECIALISTA,48.0,21,13710000
ca6a01d57bba2eb8e6c897e431766afb9b79966463fb0ff071a4e0d7a013f556,DOCENTE TECNICO III,ENCARGADO DEL LABORATORIO DE ENSAYOS NO DESTRUCTIVOS DEPARTAMENTO DE INGENIERIA MECANICA Y ELECTROMECANICA,65.0,5,4874127
ca6e154f7e417188e6be153c7191a543ea1b9ca142cdb6ea903b447ab2202700,DOCENTE ENCARGADO DE CATEDRA,ENCARGADO DE CATEDRA,65.0,7,1294822
ca6eb5a602747d240498f4b112c8cf40901be7d79e9f16eff658b7c599e2b6ce,PROFESOR JEFE DE CATEDRA,JEFE DE CATEDRA,64.0,38,28447500
ca70261c29cf9437094667ddaa46d9790e84cb0a7ee3a7bb8708fc60de5c56d1,DOCENTE TECNICO I,DOCENTE TECNICO I,41.0,6,6960987
ca71166f77d1b090bbb917240bfc152c2b1905a1571a369d8422462517202017,PROFESOR ASISTENTE,PROFESOR ASISTENTE,,2026,0
ca739602ee14b9eb11ed64f59003754caa6e8c1a6a857df9188a12bb31321fa7,PROFESIONAL I,PROFESIONAL I,59.0,18,14449250
ca824debdc640b07f91fbf84962c84598c9980e0d84283f05be72a3e01d5d224,PROFESOR,PROFESOR,42.0,1,27618643
ca8ad52dfb433d4c3ca1b5a92cac7022b222859120252e6f4d5901c60cbaec3b,TECNICO II,,42.0,2026,5040385
ca8bad309307f13d9e7a08f7aeafa741742712e9be575743e9903cf2118bc2a0,PROFESIONAL DE LA SALUD,COORDINADOR/A,44.0,14,6766500
ca8bf05b10c26015d7360d0e086a474296da01628e389f3f81baa64ff743eb87,MIEMBRO DEL CONSEJO SUPERIOR UNIVERSITARIO,MIEMBRO DEL CONSEJO SUPERIOR UNIVERSITARIO,28.0,2026,1717400
ca8e63ca6d0ae31df8e2b4bbfb9f33bb337bb02b62f54d80797425fc175483b4,AUXILIAR DE ENSEÑANZA III,ADSCRIPTO DE OPERATORIA DENTAL III CURSO DEL CUARTO AÑO (AUX. DE ENSEÑANZA),45.0,4,677796
ca960591210276f849c65788fff45193c30d81b7eedbbad731b705f510bfee7a,PROFESIONAL I,PROFESIONAL I,45.0,13,6681678
ca9ebc635016adb3bb1c8ba91d9aba810ef2fc61d8ac4fab299f580128eec4d6,DOCENTE TECNICO I,DOCENTE TECNICO I,28.0,1,4448165
ca9efcd97dcaa5a856b222d027d5d93a060435cdceb257dfcfce314553294b49,INVESTIGADOR,"INVESTIGADORA EN FORMACION EN EL MARCO DEL PROYECTO CONACYT PINV01-800 DENOMINADO EVALUACION EXPERIMENTAL Y NUMERICA DE BIOCOMBUSTIBLES DE TRANSPORTE DE ALTA DENSIDAD ENERGETICA OBTENIDOS POR TRATAMIENTOS QUIMICOS Y TERMOQUIMICOS A PARTIR DE RESIDUOS AGROINDUSTRIALES, DE INVESTIGACION",37.0,1,16401767
caa3013a25a6f982f7dd8463548a8b97a253dfcfa2836cb78276cf800ff146e8,TECNICO I,JEFA DE  SECCIÓN CONTROL ACADEMICO DEL DEPARTAMENTO DE APOYO ACADEMICO - DIRECCIÓN ACADEMICA,42.0,12,5051061
caa3e8bb4b1b621b17b92384a142098119bb4dcc777f135971922bf05ebc3d8b,ENFERMERIA PROFESIONAL IV,ENFERMERO/A SUPERVISOR/A,41.0,17,10226000
caa4e662830a2a97b45617b7f9b5f9c8aab98a4b11e2588401ba73edabce106e,PROFESOR ASISTENTE,PROFESOR,70.0,30,1985972
caa7544bf9e154d996cfdb5cb2165c0c192c33ab0dd08e8c68e88a0c21f736d7,PROFESOR ADJUNTO,PROFESOR,50.0,13,2446688
caabdcb9d4549468fdad6f0297daa28f924a906a348cab20f7d0805efc72aa35,DOCENTE TECNICO I,BIOQUIMICO/A,60.0,24,6426452
caacd040ee4638040b52e58fc2117fa52b616c27c895008c5bf8951cb0b86b93,PROFESIONAL II,JEFA DEL DPTO. DE EJECUCION DE CONTR. Y SERV. DEL ESTADO,42.0,16,7779635
caafdff77fb4f10e5c007e1ba8d6fbe4347a07ada102888fcf5035194ef04654,AUXILIAR DE ENSEÑANZA III,AUXILIAR DE ENSEÑANZA III,36.0,1,863435
cab2a132d34c3dddc6dc2ca568f38ca87504777d1e66f5665d2c10bac7e064f1,ENFERMERO/A ASIST - NIVEL II,ENFERMERO/A ASISTENCIAL,41.0,14,6435500
cab48613bdb623889f3c7a6f81b5a1dc12e2546060b3dc7bf4921018ffadb3cd,PROFESIONAL I,,62.0,2026,7144920
cab74a60d434bf41d778b72433ccfeaec88068c2aea6db9112dbdeb7a33a401c,TECNICO I,TECNICO GENERAL,48.0,26,5234572
cabaaa66f929a8ba4f84f318c3ca3b40e42448dabe99cb3e67cf7ca743514dde,ENFERMERIA PROFESIONAL IV,ENFERMERO/A JEFE/A,55.0,26,10145000
cac34ff61a68a34cdcdd99d4434c4185577cc1e65ed3abd5a13a0d69aa832488,AUXILIAR ADMINISTRATIVO,AUXILIAR ADMINISTRATIVO,30.0,4,2798309
cac59b32480653aaa37d9491df2f80ef9d2489157063423f2dc09e402d7b1580,PROFESOR,PROFESOR,39.0,2026,985943
cac6a061931f092579a6a5a7d7a584ab8c7a3e0bd31ca3783fcfc815ad6e9245,ENFERMERIA PROFESIONAL V,ENFERMERO/A ASISTENCIAL,50.0,26,11260000
cacd4eff7620af3e00dd15391a87e20e5382cba7921d9128cfcf7f9d44d34bee,PROFESIONAL DE SALUD,BIOQUIMICO/A,31.0,2,3600000
cacd66a43e3195767ec6f32e0c4814bcb1c12db312f1cc11798ac4ef02a8bf90,ENFERMERO/A ASIST - NIVEL II,ENFERMERO/A ASISTENCIAL,48.0,16,6270000
cad11e169e9df78fee2f3136dd7d58975420f7d366cc38f26f4983412de56176,ASISTENTE DE ENFERMERIA,ASISTENTE DE ENFERMERIA,28.0,4,4385000
cad62ca880520974fe6d040e60368e2524ed2da2b8c0bb20aa004a48e623e153,PERSONAL DE SERVICIOS I,PERSONAL DE SERVICIOS I,69.0,8,4311000
cadb244769d999817eb06dc449323d341d9ad00ec37e0232c976c475add8e312,AUXILIAR ENFERMERIA V,ENFERMERO AUXILIAR,51.0,32,6475500
cadb4b9f11eddbc7c7e634878f02003885900978ff9f14504a0837f7489c01a8,TECNICO I,AUXILIAR ADMINISTRATIVO,49.0,19,6721425
cae0d72af76f5b3a20ef430b5bb9574ce74c0ab026d7e612c8fd6539b36252f6,TECNICO II,LIMPIADORA,45.0,3,4281923
cae0f60860e127b4c5f4ecf7de76a2e140cbfa74d56a5f0f5ada0debae3c08bd,PROFESIONAL I,PROFESIONAL I,65.0,36,6998250
cae322306cfad36d99e5ccf6c454a1c507aee18a00941d58b19d0c19482dd243,TECNICO III,TECNICO III,43.0,18,5094380
caee0bdeae94b4b514f83b33188297419a89fb72d85c6f07ab71bcea633323d1,DOCENTE TECNICO I,DOCENTE TECNICO I,43.0,16,6922431
caf4e6670d7adf16887fb9d854561ca353949f15b93fb8f56fbbc3775703640a,PROFESOR,PROFESOR,40.0,2026,7984707
caf96cb301502e7923ebd6633551552e4038271dea5a1cd3a048594a1827d614,TECNICO III,CHOFER,61.0,32,5998500
cb003e747b6e8a8f06ad37eaefc1677bca5ddbf66339e10b1836baf4aef213cd,AUXILIAR DE LA ENSEÑANZA II,ADSCRIPTO  DE CIRUGIA BUCAL III CURSO DEL QUINTO AÑO,43.0,14,985943
cb0a9ae2b8eb04598a46721f5bdfc0cde022524d3427ade21fb3bc19e4ac7527,COORD. DE GESTION ACADEMICA,COORD. DE GESTION ACADEMICA,48.0,19,16587223
cb0dbe3e919592b06672081a71d77c21b51d424ac120343e7738661df4cce9ff,PROFESOR,PROFESOR,39.0,1,13186681
cb0fcdf2e1ac225093f47bac641741a269b88604b38fa65d64026fd1e2f94558,OBSTETRA,OBSTETRA,43.0,14,6766500
cb12c2c8b0b203e27df69cb6f82504f20e1dd07db2c83cf3af06e111eb41acc3,DOCENTE ENCARGADO DE CATEDRA,,59.0,2026,1255979
cb17edc3d9c8ac95a2bbca9905f63b087227b874b0ec208ad55e046f0106d4a0,DOCENTE TECNICO I,DOCENTE TECNICO I,36.0,6,6712144
cb18642cfe4619d04d409da8cce491074bc976bca7e298ffd585bd6d61ce498c,PROFESIONAL II,PROFESIONAL II,46.0,7,6930469
cb1d65b1573920fd5203b9fa158983bba6d07781245e37348e9492b0c64aa2b7,DOCENTE INVESTIGADOR I,LABORATORIO DE SISTEMAS DISTRIBUIDOS DEPARTAMENTO DE INGENIERIA ELECTRONICA Y MECATRONICA,43.0,13,5454614
cb1f642ef8392374525cc2538196a652d317d9078241f5c183b6406df4a03461,DOCENTE ENCARGADO DE CATEDRA,ENCARGADO DE CATEDRA,41.0,6,1294822
cb1fbfeab32a3ae77b37497acfce485b4c88b1348f21bdc0bf3ff6300d20db15,PROFESOR,PROFESOR,72.0,42,22713739
cb1ff385fae8b3bd2d4521d7535b2aef4a686a9fb8bd2b4654faf4b168904cc8,PROFESIONAL I,PROFESIONAL I,37.0,13,8352900
cb20b47a89a001327c077b38f422470b0a73412b910439e3fab0d836b51822c9,DOCENTE MÉDICO III,MEDICO RESIDENTE 1,36.0,1,5807958
cb21ad597ca965cb21490d19476c9ad35faec4d84de9fa6210ce477ac4ebb24a,HORAS CATEDRAS,AUXILIAR DE LABORATORIO - CETUNA - CETUNA-LAB. DE RODADOS-MECANICA,56.0,7,2466156
cb239882715372be91a64c1fe49fdff21444e0b70da36f8eb8ea97417e1f8d0f,PROFESIONAL DE SALUD,KINESIOLOGO/A,34.0,2,3600000
cb26468082f639b44702c4a56b0b09932a1366b91b09653589c3e661ea65f21d,PERSONAL DE SERVICIO ESPECIFIC,LIMPIADOR/A,54.0,19,5075500
cb282ac845a165d7af699dc915b1bfe1715af67a275e6867c1583272467eff7d,PROFESOR,ENCARGADO DE CATEDRA DE CÁTEDRA,56.0,2026,985944
cb2e84a81e7094add998940aab4cc6d7f4008c7d6549849e180783da3ff202dd,DOCENTE TECNICO II,DOCENTE TECNICO II,36.0,4,3273216
cb39d9f1caf98cd0dd82b6e5e4588342a658ffc2f9710de0eefec2af6a8efadc,COORDINADOR DOCENTE,COORDINADOR DOCENTE,44.0,4,11008558
cb3eb8276afe15b788048aacc0b435e29756597bb7f8a0fe6f02071f96c68096,ENFERMERO/A ASIST - NIVEL II,ENFERMERO/A ASISTENCIAL,41.0,15,6435500
cb3ec5ef66f51721838d010a615bfc05a9adf301ff2c5ce41b40d3a4ec9e9650,PROFESOR,PROFESOR - INDUSTRIAL - LEAN PRODUCTION - OPT,31.0,1,1428144
cb3fb62ca99da475f8f8b16d1c939a62593e9c6b96e3c93f9cc646e2422282f9,ENFERMERO/A ASIST - NIVEL II,ENFERMERO/A ASISTENCIAL,41.0,12,6601000
cb4298a18965479de1d025e95b55161d88e0a91246ace3b7bc66941ded6f1608,PERSONAL DE SERVICIO ESPECIFIC,TECNICO ELECTRICISTA,56.0,10,4660000
cb4c73612cf49aac38816cbd51ab23d8725419298186917f52eca8455053686d,DOCENTE PARA CURSOS,AUXILIAR DE LA ENSEÑANZA III - ASIGNATURA QUIMICA APLICADA (PLAN 2018) (N) - 2DO. SEMESTRE 2025,45.0,1,677796
cb501655ac2493b6bfd4c5eeaad24323fd6bc80358cdb3ac330ffab2151174a4,DOCENTE TECNICO II,DOCENTE TECNICO II,42.0,3,3273216
cb523e11a80fcd860da923a6bbf474f9d71145e1010dc5d057e8e0b04711f492,ENFERMERIA PROFESIONAL II,ENFERMERO/A ASISTENCIAL,34.0,13,5710000
cb53c4d3dff0453239233ba3fdd12b1c1b685365fbcf16c06040dca803ab6214,PROFESOR ASISTENTE,PROFESOR ASISTENTE - QUIMICA GENERAL (F/B/N),45.0,5,17268077
cb54cd2eb0e0cb932b9f19ed7803c01330ff0940e2127640eeeb3310af8222fa,PROFESIONAL III,AUXILIAR DEL DEPARTAMENTO DE ARCHIVO,42.0,7,6151460
cb5bbc224fe37c9783b28d5c53f89411a7571b9394e93170348e33d5e81a4c00,AUXILIAR DE SERVICIOS,AUXILIAR DE SERVICIOS,60.0,14,2543917
cb5c362adf1f50fb76350e3eb884b524d795acfdd28ff99d0060700119491928,DOCENTE ENCARGADO DE CATEDRA,,42.0,2026,3375393
cb5e9f1c2c65c01d574b10a888cc966d99bf2cdbaeb5a36f0dc764484a2cc63b,PERSONAL DE SERVICIO,AUXILIAR DE SECRETARIA,34.0,14,4550500
cb67741d16639717ba90b6a33654807a92ec7106e9ed4fd94893e229154f02cf,DOCENTE TECNICO I,DOCENTE TECNICO I,48.0,11,9865050
cb6bfb5663d7856716d9735b314bf66f5b188eb1460e4d41b66d7aa5759ae30e,PROFESIONAL II,PROFESIONAL II,52.0,13,6206168
cb6ddc709d28d9016772260555c2483119384bf6d80ccb41b002dc3ef1ae095d,TECNICO I,TECNICO I,44.0,25,6189597
cb6eab9c258913e3ccbb7df5a733b09e85a7270c41f98598a67ffe1414f77063,DOCENTE MÉDICO III,MEDICO RESIDENTE 2,30.0,2,5807958
cb6ede69b36d9995ca5c0679633154b86aba20c74a899a74b0c4cde4fbc458f7,PROFESOR ASISTENTE,PROFESOR ASISTENTE,54.0,4,11960000
cb6f3ce990edbefb2fb9b9c995fa98f82a3446b20cbc908bd304928edf3534a0,PROFESIONAL I,AUXILIAR ADMINISTRATIVO,38.0,14,5099944
cb72d17c0df848bf74b1b6d0fa2cf999f20d9ea749e2c80cc1ee2ccf32f74ac9,PROFESOR,PROFESOR - CURSOS BASICOS AYOLAS - CÁLCULO 5 - 4º,44.0,2,24624500
cb775ea5b79c47daae62862037501d0849824f2c834d5d6a92fc5aa4008c7e28,PROFESOR,PROFESOR - ELECTRONICA - ELECTRONICA INDUSTRIAL - 8º,57.0,8,4064105
cb79227a97e5b0d68853465b7985169fa217f0f3f9a1795df953d86f539d0efd,PROFESOR,PROFESOR,46.0,1,5519334
cb7d666a96dcd8eaf6e235309b257badc8d9df30396f0f282f16fe33da32ec02,PERSONAL DE SERVICIO,CHOFER,43.0,7,4550500
cb871042ce3f43b3ec67b8680b95a3cc150551b217336546666a36c9438e784f,DIRECTOR DE GESTION ACADEM.,DIRECTOR DE GESTION ACADEM.,58.0,2026,8732921
cb8810265844260790ea54d01e2e8ed1ff9aaf767d037061c7d55acc11e1a8e7,DOCENTE MÉDICO II,INSTRUCTOR,50.0,22,12091952
cb8adcc153241e9cee921ca284c166858da23d7dd0879ba86c7614c63240c025,PROFESOR,PROFESOR,55.0,1,6080909
cb8c4f669d6bdcdcae99bf1a91379e209e21c007913a633e47827197002bc741,PROFESOR,,,2026,0
cb93501d6488fea28958ace22f86a9b0dc2d5b6ba02de6c4814f79b24108c821,PROFESOR TITULAR,,68.0,2026,3886305
cba3230b5cb53770331c8461245efc2d2847497a3f1f2e77db217846078e4aad,DOCENTE TECNICO I,DOCENTE TECNICO I,44.0,12,11324801
cbaf643a941288c598f2c987ad8e01466c3b950e52551dbcaa78176c925b7378,HORAS CATEDRAS,DOCENTE DE AULA,67.0,4,10769788
cbb0f0d4f358c3a504a22c7ad389334ea6058352e41978f64b15b335ad53aa81,PROFESOR,ENCARGADO DE CATEDRA,51.0,2026,7156769
cbb30f857411796d96084b8ceb0b592f8c2283e9a6905a334d9e95bf2c401f43,DOCENTE ENCARGADO DE CATEDRA,DOCENTE ENCARGADO DE CATEDRA,48.0,2026,956422
cbb7fbb1ccb490c146f9c763ca959ed48e2644ea9cfb10273547ac320c2096fe,PROFESOR,ENCARGADO DE CATEDRA,40.0,2026,5474438
cbb9098be01fc3a8a9e920da0c92780d3edab2a8f5284569656c4355ccbac88b,PROFESOR,PROFESOR,58.0,1,2511958
cbb9b2056f9a2217a38dd87d5e064b81dc9cc012c8185eefec8c3baa371c13ef,JEFE DE DEPARTAMENTO,JEFA DE CONTABILIDAD,54.0,2026,12290710
cbba73e6462146de5ee3f48b0a2ab32aba8fc15171d47c755c7d4016073e2d99,PROFESOR,,,2026,0
cbbb3cfb496f823ff70832f7adca35b1ce0b1790f3d14b3e69fc0283f4984d3b,ENFERMERIA PROFESIONAL III,ENFERMERO/A ASISTENCIAL,42.0,15,7110000
cbbb97db68ad2153bbba0e1ca95c6d88febc2a2ee65477c0ec6bd75c1511924a,PROFESOR,PROFESOR,46.0,11,1791803
cbc0ad3251a79fb56c8f69b51f9648db4864390fd4f6f7683961b57d4772041f,PROFESOR,ENCARGADO DE CÁTEDRAS - ELECTROMECANICA REPETICION  - SUBESTACIONES ELECTRICAS  SEMESTRE 9º,36.0,3,1971886
cbc47ef71709b82230f448b13ea389cbc21e0c440373051906188237d37a1262,COORDINADOR DE GESTION ACADEMICA,COORDINADOR DE GESTION ACADEMICA,29.0,1,4701093
cbc4f6472e9b5a549b21ac390b2a220d977da9272e12bb55428a6a7e2ed76455,TECNICO II,ASISTENTE DE RECEPCIÓN DECANATO,47.0,26,6413535
cbc8084eba8fdc373db02d275efcf534b1ec574dd68f06076f01aa26eea127f6,PERSONAL DE SERVICIO,PERSONAL DE PORTERIA,39.0,4,2722091
cbccb7ea0870faebc0174dd8b6be6bcfd21b295779542599109615762a7fc12c,DOCENTE MÉDICO III,MEDICO RESIDENTE 2,30.0,2,5807958
cbcfad66d44fb9a2d08efdcda1a36471733c522e49a3c3a5be9e9c9283482f7e,PROFESOR TITULAR,PROFESOR,87.0,33,6762326
cbd88d9600a0b19d0e7a42b2d539f8f75922c3a3963ad921a8e85edeeb75cf87,PROFESOR,TITULAR DE CATEDRA,71.0,2026,4129612
cbe1047569c55c4531aafc277bd93d80de979580e412aa8b82176b54958a9baa,ENFERMERIA PROFESIONAL V,ENFERMERO/A ASISTENCIAL,61.0,34,11510000
cbe1049da0f2f08051cf1af0d19eccdecb8406cf5521acb6ed947205e33d780f,TECNICO/A,TECNICO/A,37.0,3,2798309
cbebbc052d3495a07668b87633193def76dda575748b64b1c987ba7eabbb3e0f,TECNICO DOCENTE,TECNICO DOCENTE,30.0,2026,4000000
cbee7ce92c90670bd5705c51f474bc0f4af168d8de50c410988430e7c3a81cb2,ENFERMERO/A ASIST - NIVEL II,ENFERMERO/A ASISTENCIAL,63.0,14,6270000
cbefacb0a86aa00acb782162a12d663cb713377eca0bf72b935629538ec40954,PROFESIONAL III,TECNICO DE LA DIRECCION ACADEMICA,56.0,5,6109784
cbf3ae5c4a33a84b821363ec13ca92fd660d4ea0be3d27efdb0f275d2b8f7be9,PROFESOR TITULAR,PROFESOR,80.0,24,5262326
cbfb045171f7311d6d2b9f709fbdacaaf396d6148471f1f50f130f55f6fd94fa,PERSONAL DE SERVICIOS III,"REALIZAR MANTENIMIENTO PREVENTIVO DE LAS INSTALACIONES COMO PLOMERIA, ELECTRICIDAD, ALBAÑILERPIA,PINTURA Y JARDINERIA DE LA INSTITUCIÓN.",38.0,2,2650580
cbfc48b020b748a6dec259ac0fcb41918aa9154c5cc25ddc1a5640d08247d735,DOCENTE TECNICO I,COORDINADORA DE NUTRICION GENERAL,43.0,16,7924065
cbff683473ffc370322a5f0d76ee9d2edbfde2001202d553aecb97c8de3dc99c,AUXILIAR ADMINISTRATIVO III,AUXILIAR ADMINISTRATIVO,37.0,6,3939309
cbffdc64d21ab1bee6f99da34f341b2e4bf965874067a8b0e7b33ff6b1432ed5,AUXILIAR DE ENSEÑANZA III,AUXILIAR ENSEÑANZA,44.0,2,8177796
cc00043c5a396a2dd653a406e92773569c29d9e1f90e7b49e7dd2f7f9d3e9a9e,HORAS CATEDRAS,DOCENTE DE AULA,43.0,6,14563136
cc01d674eed4ae78ce504435eb4b46138798c030554f0236dfac54f322545e73,AUX. DE LA ENSEÑANZA III,AUXILIAR - DPTO. CIENCIAS BASICAS  - FISICA,31.0,7,677796
cc0e03a0b9ce42984438e020d2775ed8dc0ee4e5ee7d912e6ca048114b8f7c53,PROFESOR JEFE DE CATEDRA,COMISIONADO/A,56.0,29,28259000
cc10241fb83af789a7957302af8a2c65a246b6296d7df8e779ac4a3e179a7f45,PROFESOR,ASISTENTE,48.0,2026,2957832
cc10c40a32c668af6df0aca8cf18940dbe44b46cf0987d57cd5c183a23f1d52a,PROFESOR,ASISTENTE,79.0,2026,1985972
cc11a8eb679aa23c9fde9a9cbe8352c961b86f4fdd8f5d3f34e86b46d3c11723,PROFESOR,ENCARGADO DE CÁTEDRAS - CIVIL AYOLAS - VIAS DE COMUNICACION 1 SEMESTRE 7º,29.0,2,5606142
cc15f4174f6323f06e2358a18ebbd9c9c5bb676f638f6f2fa9243039837485f5,JEFE DE SECCION,PROTOCOLO,45.0,23,7546037
cc19424cd5d220d50ffb8bda7807597373ed45d1a15dd4b340cca6097a44fa76,DOCENTE TECNICO II,,,2026,0
cc21675ce7ddf52345488010da9080f81d3fd7b2ad2b41558a27c5c2468c74fc,PERSONAL DE SERVICIOS II,GUARDIA DE SEGURIDAD,57.0,12,4306100
cc259f1fa60a5916c356ed88a3e3b28ebc18763875d9f4e798b10b4ef5eb677a,PROFESIONAL DE SALUD,ENFERMERO/A ASISTENCIAL,29.0,2,3600000
cc322ac2ebcfd4718edd5fc3904445b2b069c99fa7257682cac1a2e988ec06a8,ENFERMERO/A ASIST. - NIVEL,ENFERMERO/A ASISTENCIAL,35.0,11,5850000
cc37c6f2d4a422df31b70a190ae35a18b9ae6c35d42819fe401eab7f9f8f9c60,COORDINADOR DE GESTION ACADEMICA,COORDINADOR DE GESTION ACADEMICA,44.0,14,15011168
cc3a4b7eb1128884acbb5b1cd17b5a3bafd4c99e848f2d21527e2e3f1ae60535,TECNICO/A EN ENFERM - NIVEL II,TECNICO EN ENFERMERIA,40.0,11,5916500
cc3accaf6f9b63f10bed16d880fccf780444280ed1e9dddcd3855b84aed8879b,INVESTIGADOR,"INVESTIGADOR TUTOR DEL PROYECTO CONACYT INIC01-241 DENOMINADO EFICACIA DE LA BCG COMO FACTOR DE PROTECCION CON LA LEPRA EN CASOS DE INDICE DE LEPRA, CONTACTOS INTRA Y EXTRADOMICIALIARIOS E INDIVIDUOS SANOS EN DISTRITOS ENDEMICOS DEL DEPARTAMENTO CENTRAL, DE INVESTIGACION",53.0,1,12649409
cc409f5e2f3c8b2cb5dd2b8cb2934e35a51289f94d330a057a1fdd660ef05135,TECNICO I,TECNICO I,64.0,38,5690257
cc4101910f9baca5884e5df0ec4a37e8c1754b8a51102e19121236f69f0abeb5,JEFE DE SECCION,JEFE DE LA SECCIÓN MESA DE ENTRADA DEPARTAMENTO DE GESTIÓN DE DOCUMENTOS - SECRETARÍA DE LA FIUNA,49.0,14,6651410
cc41156b45669d8ee53aab2dcbd14381cba56b4fa5d54712179d34cd61a59314,PROFESOR,ENCARGADO DE CATEDRA DE CÁTEDRA,56.0,2026,985944
cc419c961706ec6d0c30dcb7c6db599835756691e7537fbfa67bd86f28bfebb6,TECNICO/A EN SALUD,TECNICO/A RADIOLOGO/A,32.0,7,5450000
cc425f65d1a6daa12b132b0b2e276b5355548fb79d4cd31b1188b8a37bde2d63,PROFESIONAL II,,65.0,2026,6164630
cc47bd30dee65a832a68438943d58f8cf8939d593a5474f70c23625b5697778a,TECNICO/A EN SALUD,TECNICO DE LABORATORIO,52.0,22,5700000
cc47fc85ebbfd52b503b365da63327063341163daf50c2c0711dc89fce08bfa5,PERSONAL DE SERVICIO III,CAMILLERO,27.0,8,3608309
cc4c89ab012dd67ceb6ef51ddb6ca21ba7e1bf22b1461c21974f8baf5695be32,PROFESOR,PROFESOR,51.0,2026,8703592
cc4e089f4496331ccf447fb24799566a70fcee3083c96d7f048be117d71ba806,AUXILIAR ADMINISTRATIVO III,AUXILIAR ADMINISTRATIVO,42.0,17,3608309
cc512db9d84dda66c5860b698f60b3c6fb4f65009549c295729992c200de727e,AUXILIAR DE ENSENANZA II,AUXILIAR DE ENSENANZA II,34.0,2,1255979
cc555d4cd2438108da5ed952b24b72c595446e96a371d5e6d54fb85647cdab4a,ENFERMERIA PROFESIONAL III,ENFERMERO/A ASISTENCIAL,45.0,26,7691000
